date,name,bust,waist,hips,height,weight,birth_date,birth_place,ambitions,turn_ons,turn_offs,favorite_film,role_models,my_man,i_always_wanted_to_know,secret_fantasy,redheads_are,dream_date,the_actress_id_most_like_to_meet,the_thing_i_like_best_about_american_men,favorite_place,favorite_sport,id_like_most_to_meet,favorite_foods,place_id_most_like_to_visit,favorite_books,ideal_evening,favorite_performers,recurring_nightmare,favorite_writers,special_skills,romantic_rendezvous,favorite_pampering_activities,occupation,man_id_most_like_to_meet,what_amazes_you,who_do_you_admire,favorite_musicians,secret_wishes,favorite_outfits,Ill_know_Ive_made_it_when,ideal_weekend,describe_yourself,qualities_valued_most_in_others,getting_your_attention,your_sex_advice,favorite_way_to_wakeup,what_drives_you_wild,you_can_never_have_enough,im_always,ive_learned,my_philosophy,im_a_sucker_for,fondest_memory,a_great_day_always_starts_with,words_to_live_by,travel_dream,phrase_i_live_by,i_stand_up_for,a_woman_i_admire_and_why,five_musicians_who_inspired_me,most_exciting_city_in_world,hobbies,pets,plans_for_education,job_before_modeling,inspiration_for_my_poetry,great_book_ive_just_read,in_the_morning_i_remind_myself_to,one_thing_youd_change_about_yourself,most_impulsive_thing_youve_done,things_ive_always_wanted_to_try,not_playmate_id_be_working_as,when_i_feel_the_need_for_speed_im,wildest_thing_i_want_to_do,if_i_had_more_time_i_would,i_wish_i_had,my_moto,favorite_ways_to_kill_time,dream_job,my_support,i_could_never_be,couldn’t_live_without,favorite_color,hardest_part_of_being_playmate,passions,shake_me_wake_me,when_young_and_on_your_own,healthy_springtime_balance,modeling_tips,remodeling tip,i_may_look_innocent_but,love_is,our_heroine,lessons_weve_learned,fantasy_guy_next_door,people_think_im,favorite_quote,why_i_could_never_be_president,what_makes_a_woman_sexy,my_friends_know,every_woman_should_have,most_frightening_experience,i_like_to_be_surrounded_by,sexy_begins_with,phobias,i_judge_a_man_by,i_appreciate,if_you_really_want_to_know_me,when_i_want_to_relax,favorite_advice,im_happy_when,my_attitude,im_bullish_on,places_ive_been_lately,riding_my_horse_is,advice_from_mom,a_real_cowgirl,typical_day_in_your_life,whats_sexy_in_men,mood_music,my_future,favorite_zip_code,favorite_tune,my_family,my_best_quality,quality_most_valued_in_others,necessities_of_a_strong_relationship,most_impacting_statement,my_sisters,people_don't_know_im,favorite_dishes,my_idea_of_fun,i_expose_myself_to,how_i_like_to_get_wet,how_to_get_me_into_bed,how_to_get_me_out_of_bed,my_valentines_day_dream,dream_land,advocations,small_town_girls,aphrodisiac,choice_moment,last_words,what_brightens_my_day,never_leave_home_without,rules_to_leave_by,gift_list,in_the_mood,my_music,sex_is,ideal_man,im_happiest_when,favorite_thing,great_sex_begins_with,the_best_men_are,more_and_less,in_my_craziest_moment,also_known_as,strange_but_true,favorite_dessert,honeymoon_wish_list,men_are_great_because_they,why_love_hawaii,favorite_subject,favorite_boy_names,i_fall_asleep_to,if_i_where_queen_of_the_world,victorias_secret,three_rules_to_live_by,new_year_resolutions,ill_never,nobody_knows,call_me_crazy_but,boy_bribery,perfect_kiss,hands_on,bedtime_reading,calling_room_service,what_shakes_me_up,dream_gateway,mistaken_identity,the_rachel_jean_workout,scariest_moment,glad_i_was_there,virtues,if_i_could,how_to_impress_me,my_strongest_influences,my_ideal_couple,im_proud_that,pet_peeve,pet_advice,dream_vacation,favorite_drink,i_must_have,turn_up_the_radio_for,i_love_ballet_because,i_feel_most_at_home,my_split_personality,looking_ahead,most_embarrassing_moment,romancing_my_man,perfect_day,cant_get_enough,the_way_to_my_heart,if_i_were_invisible,i_may_be_tiny,no_place_like_home,beyond_modeling,its_so_unsettling,most_exciting_day,elan_at_home,mad_madder_maddest,never_again,one_thing_im_not,i_pledge_allegiance,dream_car,a_night_to_remember,disney_character_i_relate_to,ideal_home,most_outrageous_job,best_date,i_respect,best_heartpounding_experience,worst_heartpounding_experience,how_to_really_make_my_heart_pound,what_i_like_about_america,what_i_miss_about_europe,most_romantic_moment,in_my_heart_of_hearts,most_irrational_fear,there_ought_to_be_a_law,i_truly_believe,when_pigs_fly,vices,water_fantasies_part_1,part_2,part_3,favorite_appliances,what_men_do_better_than_women,worst_places_sand_gets,favorite_video,on_the_road,lifes_a_beach,p.s.,so_se_me,if_i_were_a_senator,champagne_make_me,ill_never_understand,best_decision,self_image,ideal_mate,biggest_weakness,my_best_asset,international_relations,im_just_wild_about,my_antique_collection,fencing_is,when_i_was_younger,then_i_learned,now_i_know,prince_charming,tanning_secrets,sexy_is,love_rules,things_i_want_to_do_in_my_life,favorite_reading_material,my_daily_schedule_2_years_from_now,biggest_fear,fantasy_time,favorite_sweets,best_thing_about_usa_army,when_we_get_home,favorite_century_and_why,thanks_to,golden_rules,the_perfect_man,vehicles,i_promise,where_ive_been,what_i_saw,where_im_going,why_im_here,who_am_i,ideal_mans_attire,secret_of_the_month,dream_trek,the_man_i_love,no_one_would_believe,all_i_want_for_christmas,if_you_see_me,if_you_knew_me,the_man_i_love_is,worst_nightmare,favorite_bed_treats,favorite_actor,small_town_life,new_years_resolution,i_want,i_must_see,in_my_futre,typical_AM,playboy_means,favorite_compliments,my_opinion,my_life_story,what_i_wonder_about_americans,how_my_men_are_exactly_like_horses,the_foolproof_way_to_win_me_over,qualities_i_look_for_in_a_man,special_thanks_to,favorite_people,my_healthy_foods,ideal_airplane_passenger,what_they_dont_teach_in_stewardess_school,worst_announcement_from_captain,cutest_chicago_cub,indoors,outdoors,destinations,sunny_days,future_shocks,fantasy_trip,its_important_to_me,my_dreams,my_confidants,am_who_i_am_because,1999,lingerie_im_wearing,valentines_day_plans,canadian_date,american_date,being_a_playmate_means,things_i_love,favorite_country,describe_yourself,what_i_like_best_about_holland,what_i_found_interesting_about_america,what_you_should_know_about_my_sister,lines_i_hate,love_affair,my_bookshelf,my_my_my,financial_plans,heroes,in_a_past_life,my_strengths_are,my_lingerie_drawer,freudian_dream,food_and_drink,hot_time,dream_guy,my_therapy,tv_programs,mr_right_will_be,favorite_pasttimes,favorite_part_of_the_day,things_i_enjoy_giving,goodies_i_want_out_of_life,favorite_things,light_readin,perfect_night,worst_guilt_trip,your_night_out,tv_credits,favorite_love_portion,least_favorite_thing_about_america,extracurricular_pursuits,favorite_investments,favorite_era,personal_weapon,predict_your_future,one_wish_in_the_world,retiring_place_and_why,male_dance_youd_like_to_dance_with,experiment_youd_like_to_perform_on_space_shuttle,if_you_could_have_only_3_records,interesting_place_to_make_love,perfect_menu_for_date,add_to_circle_of_friends,least_fashionable_outfit,movie_character_youd_like_to_play,biggest_disappointment,womans_personal_style_you_admire,what_you_always_put_off,most_dangerous_secret,boring_date_you_can_imagine,redo_school_courses,biggest_flaw,best_job_in_the_world,what_really_excites_you,what_youd_like_to_do_that_youve_never_told_anyone,dish_youd_make_for_boyfriend_after_fight,what_make_you_laugh,important_lesson_learned,what_got_you_into_most_trouble_as_a_kid,biggest_joy,sign,favorite_artist,charity
12/1/1987,India Allen,35,24,34,"5'11""",127,6/1/1965,"Portsmouth, Virginia",To buy my own animal hospital and have a successful modeling career.,"Washboard stomachs, smart men, animals, new corvettes, 65 Mustang Conv.","Hurt animals, drugs, rude people, traffic and smog.","Pale Rider, Dr Strange Love, Real Genius, The Quiet Man.",,,,,,,,,,,,,,"Dune Series, James Herriots Dog Stories, The Eighth Commandment.",,,,,,,,,,,,,,,"I have more work than I can handle, hopefully modeling!",Taking a motorcycle trip up the coast of California and staying in Carmel (Paradise!),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/1987,Pamela Jean Stein,34,23,33.5,"5'5""",105,8/13/2018,"Syracuse, New Jersey","Star in a soap opera, learn to play the bass, and/or to be Ollie's Secretary!!","Real people, clear water beach, fast cars, bass guitar, fishing, family and friends and sugar bear.","Rude people, violence, arguing and conceited people.","Johnny Carson, David Letterman, Dynasty & One Life ot Live!",,,,,,,,,,,,"McDonald's Fries, Lasagna, Turkey & Dressing, FLA. Seafood & Naughty's wings.",,,,"Original Van Halen, The Beatles, Foreigner, Janet Jackson and Florida's Savatage.",,,,,,,,,,,,,,,"I've been everything from Miss Pre-Teen to Miss November. From now on, I'm content being Miss Pamela Stein, from the part of Florida you don’t see on Miami Vice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/1998,"Erica, Nicole, Jaclyn Dahn",34,25,34,"5'8""",115,12/12/1977,"Minneapolis, Minnesota",To continue modeling and enjoy life wherever it may take us.,"Big bright eyes, sexy cologne, tight butts, sense of humor and guys who live on the edge.","Immaturity, laziness, bad hygiene.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Respect, honesty, and a friendly smile.",All you gotta do is make me laugh.,"""Hey guys, don't leave her hangin'!""",Whispers of sweet nothings.,"The ""rush"" of holding on to my man on the back of a motorcycle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/1998,Tiffany Taylor,36,25,35,"5'7"" ",115,7/17/1977,"Leesburg, Virginia",To be happy and successful in every aspect of my life.,"Men in uniform (especially cops!), kindness, getting cards and flowers for no reason.","Rude drivers, bad tippers, people lacking ambition or the desire to improve themselves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferrets, coca-cola, good loving, time to sit back and relax.","Driving fast, dining out, playing with my babies (my 7 ferrets).","Everything happens for a reason, and in the end everything works out for the best.",Keep smiling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/1998,Laura Lee Cover,34,23,34,"5'5""",113,5/6/1977,"Bucyrus, OH","To be successful at my chosen path, marry the man of my dreams and have a lot of babies.","Confidence, intelligence, a great sense of humor, and the scent of vanilla.","Dirty ears, protruding nostril hair, B.O., prejudice and disrespect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banana milk shakes, werther's candies, and puppy dogs.","21st birthday St. Thomas vacation filled with sunny days, sandy beaches and my man.",A healthy breakfast and a kiss from someone special.,"Life is short -- work hard, always have fun, and never take love for granted!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/1998,Vanessa Gleason,34,23,32,"5'5""",110,8/31/1979,"San Diego, California.",The next challenge for me would be to study acting.,"Nice tans, confidence, honest, skinny-dipping in the ocean, sex on the beach.","I can't stand obnoxious drunk guys, ""macho"" men and sugar daddies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'd love to see India and be immersed in what seems to be an exotic, elegant and very different culture.",Carpe Diem -- Seize the day!,"Animal rights. I have been active with many animal rights groups fighting animal cruelty, animal testing, fur farming and other essential issues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2009,Dasha Astafieva,34,23.5,36,"5'7""",121,8/4/1985,"Ordzhonikidze, Ukraine","To be purposeful, cheerful, independent, aggressive, devoted and always happy!!!",I like a man with short hair and an athletic body. He has to be a gentleman.,"Rude men, liars and stinkiness.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bettie Page. She became the first and the best in my favorite style of pinup.,"Nina Simone, Sade, Ray Anthony, Roy Orbison, Nino Katamadze",Amsterdam,Photography and everything connected with it.,Dog (Chita) and Rabbit (martiny),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2007,Patrice Hollis,34,23,33,"5'8""",117,9/1/1981,"Las Vegas, NV",To have my own family and open a child care facility and an animal shelter.,"Soft lips, personality, tall guys, nice teeth, romance, creativity, a great body, having dreams and goals.","Bad breath, short guys, a bad attitude, no goals or ambition, cockiness.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'd like ot go back to school to study child development.,"I've worked as a retail clerk, a child-development assistant and a nanny.","Inspiration comes from everywhere for me, whether it's personal or just something I see.","For Women Only, by Shanti Feldhahn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2000,Buffy Tyler,36,24,34,"5'5""",107,4/18/1978,"Fredericksburg, TX","To further my career in modeling and acting, and live life to the fullest.","Confidence, a good kisser, dark hair with light eyes, a man with style and BIG Trucks!","Insecurity, manipulators and people who try to be someone they're not.",,,,,"To have wild, passionate sex on the beach with a loved one on a cool spring night.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To always follow your dreams and never give up. Keep reaching for the STARS!,,,,,,,,,,,,,,,,,Never take things for granted. You never know what you have until it's gone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2000,Nichole Van Croft,36,24,36,"5'5""",115,11/5/1973,"Jacksonville, FL",To be a millionaire before 35. Get married so I can have babies.,Intelligent guys with a lot of class. ,People who do not want the best for others.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I would be more neat because everyone I know calls me the biggest slob they ever met.,I talked my two best friends into withdrawing from a semester of college with me. We received a tuition refund and went to Vegas and partied untio all the money was gone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2000,Kerissa Fare,34,26,33,"5'8.5""",115,12/31/1976,"Orange County, CA.",Professional: to create a career in the entertainment industry. Personal: to be in the moment.,"Humor, spontaneity, versatile mind and a nipple ring.","Laziness, when a guy quits caring about his appearance because of comfort in a relationship.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bungee jumping & skydiving! I can't wait!,A professional pool shark.,"Blasting tunes in my silver bullet (2000 eclipse), flying to San Francisco.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2000,Summer Altice,34,23,33,"5'10.5""",125,12/23/1979,"Fountain Valley, CA",To have a lucrative modeling & acting career and to someday have a family.,To have someone I'm in love with look at me the same way my father looks at my mother.,"Lying, cheating, disrespectful people and anyone my do J.D doesn't like.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To make love at the top of the Eiffel Tower when it's pouring rain on New Year's Eve (someday).,"Try to travel more to Europe, and to take more units per quarter at UCLA so I can finish my degree sooner. Also to spend more time with my girlfriends! Nicole, I love you!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2000,Neferteri Shepherd,36,23,35,"5'9""",118,9/8/1980,"New Onleans, LA",To become a successful real estate investor & pursue my acting & modeling career.,"Genuinely kind, loyal and honest people who know what they want out of life.","Complaining, unappreciative people who are unhappy with their lives and want you to be unhappy too.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The resources to stop violence, especially among American youth.",Never let others hold you backfrom what you want out of life.,"Bubble baths, reading and taking naps.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2000,Shannon N. Stewart,34,24,36,"5'6""",112,5/25/1978,"Baton Rouge, Louisiana",To live out all of my dreams and goals to the fullest and with plenty of success.,"Humor is a must! Sensitivity, understanding, compassion, nice hands, Athleticism, good kisser.","Insensitivity, insecurity, ego trips, bad jokes, narcissism, little-man syndrome.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Be strong. Even if you're not, pretend. No one will know the difference.",,,,,,,,,,,,,,,,,,,,,,,,,,,,To run my own wildlife center for orphaned and abused exotic animals.,"My wonderful parents, David & Candy. And my beautiful guy, Shane. I love y'all always!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2000,Brooke Berry,36,24.5,34,"5'8""",115,3/7/1980,"British Columbia, Canada.","To get my masters degree in English and live a successful, happy life.","Intelligence, confidence, humor. A person who want to succeed and can.","Arrogant, vain and selfish people. Also, bad breath or body odor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Always be a good person and a good friend. Respect everybody.,,,,,,,,,,,,,,,,,,,,,,,,,,Dishonest,"Good companionship, my dog Sadie, music and lake Tahoe.",Grey.,Filling out this data sheet!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2000,Brande Nicole Roderick,35,24,34,"5'7""",117,6/13/1974,"Novato, California",To find joy and satisfaction in my career and personal life.,Taking in a good movie while spending time with loved ones and my beautiful puppy Mercedes.,Negative people who are unkind and have no respect for others.,,"In my acting career, I look up to Audrey Hepburn, Michelle Pfeiffer, Julia Roberts and Angelina Jolie -- Women who touch so many lives, including my own, with their talent. But above all, I look up to my Mom and Dad, who have touched my life with their love and support. They're the wind beneath my wings!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traveling, acting and doing charity work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2000,Nicole Marie Leny,32,24,32,"5'5""",105,1/24/1980,"Cleveland, Ohio","Modeling is my passion, but if Paris and Milan don't call, I'll settle for a film career.",Italian men with curly hair -- if only I could compete with their Ferraris. Lake Erie sunsets,"Beard and mustaches, garlic breath, Cleveland drivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The clock is ticking and I can't be late.,"Learn from the birds, have no fear of flying and don't look back!","Limit the cleaning, be sure to plant your garden, and break out your rollerblades.",Get lots of sleep (I'm good at that!) Stay alert and listen to directions.,"Girls, protect your manicure, always wear gloves when making gout and spackle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
